year	country	iso	ifs	pop	rgdpmad	rgdpbarro	rconsbarro	gdp	iy	cpi	ca	imports	exports	narrowm	money	stir	ltrate	hpnom	unemp	wage	debtgdp	revenue	expenditure	xrusd	tloans	tmort	thh	tbus	bdebt	lev	ltd	noncore	crisisJST	crisisJST_old	peg	peg_strict	peg_type	peg_base	JSTtrilemmaIV	eq_tr	housing_tr	bond_tr	bill_rate	rent_ipolated	housing_capgain_ipolated	housing_capgain	housing_rent_rtn	housing_rent_yd	eq_capgain	eq_dp	eq_capgain_interp	eq_tr_interp	eq_dp_interp	bond_rate	eq_div_rtn	capital_tr	risky_tr	safe_tr
1941	Australia	AUS	193	7111	6788.23	29.04042	23.7585	2583	0.11655	4.875	-147.969	248	270	500.4	1482.7	1.5	3.23	1.360325	4.9	1.783772	0.664942	300	846	0.62251	688.544	64.138				9.85878	48.76526	16.56428	0	0	1	1	PEG	GBR		-0.055	0.123633	-0.00333	0.022497			0.078788	0.044845	0.04157	-0.101	0.051168				0.0323	0.046	0.06547	0.095825	0.009581
1942	Australia	AUS	193	7173	7505.452	32.13545	24.0162	3006.8	0.076892	5.166667	-142.12	340	320	647.8	1653.6	1.5	3.24	1.47496	1.9	1.905591	0.652303	420	1394	0.622084	678.284	60.574				8.88341	44.9381	21.27812	0	0	1	1	PEG	GBR		0.184	0.126128	0.064712	0.021564			0.084266	0.041862	0.038608	0.124	0.053381				0.0324	0.06	0.101167	0.134166	0.043138
1943	Australia	AUS	193	7236	7702.833	32.98797	21.791	3441.6	0.050385	5.208333	-92.1766	488	252	888.9	2161.1	1.46	3.23	1.551382	0.9	2.110072	0.701784	588	1440	0.619809	602.316	55.282				7.161933	31.18149	21.38122	0	0	1	1	PEG	GBR		0.089	0.08973	0.054298	0.021564			0.051812	0.037919	0.036051	0.045	0.042105				0.0323	0.044	0.069114	0.089626	0.037931
1944	Australia	AUS	193	7309	7362.027	31.51369	20.3669	3498.2	0.053012	5.25	368.4454	486	294	1147.1	2660.9	1.25	3.24	1.551382	1	2.275397	0.787298	684	1286	0.619579	567.316	50.04				5.967125	24.44156	24.27105	0	0	1	1	PEG	GBR		0.08	0.038363	0.049381	0.021564			0	0.038363	0.038363	0.036	0.042471				0.0324	0.044	0.040369	0.044053	0.035473
1945	Australia	AUS	193	7389	6916.898	29.58748	23.0412	3422.4	0.066151	5.375	272.1382	428	310	1253.3	3003.5		3.25	1.551382	1.2	2.22754	0.897326	754	1102	0.621118	548.124	45.27				5.404491	20.52216	23.00343	0	0	1	1	PEG	GBR		0.141	0.039362	0.034364				0	0.039362	0.039362	0.096	0.041058				0.0325	0.045		0.057701	
1946	Australia	AUS	193	7474	6594.933	28.19437	23.4821	3534.4	0.098126	5.5	100	356	394	1325.3	3003.9		3.24	1.551382	2.2	2.22754	0.92494	782	960	0.622394									0	0	1	1	PEG	GBR		0.133	0.039794	0.099843				0	0.039794	0.039794	0.092	0.037546				0.0324	0.041		0.057798	
1947	Australia	AUS	193	7578	6664.399	28.49549	27.8467	3758.4		5.916667	-91	416	618	1395	3045.9		3.17	1.551382	2.9	2.384164	0.886607	862	956	0.623053									0	0	1	1	PEG	GBR		0.166	0.042312	-0.03426				0	0.042312	0.042312	0.127	0.034605				0.0317	0.039		0.071691	
1948	Australia	AUS	193	7715	6967.46	29.81481	31.0284	4512.2		6.416667	13	832	1023.2	1539	3217.9	2.25	3.13	1.551382	2	2.727866	0.744649	932	1100	0.620347	861.0558				2656.161				0	0	1	1	PEG	GBR		0.024	0.043197	0.057917	0.0225			0	0.043197	0.043197	-0.011	0.035389				0.0313	0.035	0.039385	0.038755	0.040208
1949	Australia	AUS	193	7919	7236.793	30.9978	32.6629	5207.4	0.17931	6.968818	62	1002.1	1069.2	2133	3522.9	1.99	3.12	1.551382	1.5	3.088971	0.654024	1077	1246	0.892857	981.2094				2821.212				0	0	1	1	PEG	GBR		0.081	0.0438	-0.0402	0.0199			0	0.0438	0.0438	0.04	0.039423				0.0312	0.041	0.026321	0.053096	-0.01015
1950	Australia	AUS	193	8267.337	7411.576	31.77937	33.7089	6145	0.204756	7.609278	-56.25	1403.6	1489	2729	4095	1.95	3.14	3.607155	1.8	3.41092	0.570583	1160	1784	0.892857	1201.356				2919.075		38.29357		0	0	1	1	PEG	GBR	0	0.314	1.363139	0.049815	0.0195			1.32513	0.038009	0.038009	0.267	0.037096				0.0314	0.047	0.867059	1.189059	0.034657
1951	Australia	AUS	193	8510.6	7507.344	32.20204	33.2588	8152.4	0.221116	9.118934	-414.568	2117.7	1819.6	2639	4871	2.01	3.53	4.210895	1.1	4.111377	0.451868	1620	2144	0.899281	1489.905				3862.158	3.328369	36.91134	10.8479	0	0	1	1	PEG	GBR	0.015	-0.046	0.206816	-0.08226	0.0201			0.167373	0.039443	0.033788	-0.083	0.040349				0.0353	0.037	0.120845	0.173263	-0.03108
1952	Australia	AUS	193	8691.212	7417.838	31.80994	32.5682	8796.8	0.257975	10.68959	-389.831	1752.6	1544	2639	4819	2.49	4.34	4.157399	1.4	5.081575	0.449222	2058	2188	0.892061	1548.406	204.245	284.786	1263.62	3997.811	3.864889	46.03421	8.887039	0	0	1	1	PEG	GBR	1.025	-0.133	0.027138	0.014636	0.0249			-0.01271	0.039843	0.040356	-0.175	0.050909				0.0434	0.042	0.010252	0.006933	0.019768
1953	Australia	AUS	193	8857.924	7505.257	32.19202	31.174	9968.6	0.227019	11.14706	341.6592	1291.6	1800.5	2963	5157	3.07	4.48	4.103903	2.9	5.547096	0.416291	2029	2182	0.892061	1670	278.517	361.071	1308.93	4141.161	4.092096	36.94867	3.171751	0	0	1	1	PEG	GBR	0.0625	0.13	0.025042	0.087467	0.0307			-0.01287	0.037911	0.038405	0.077	0.049211				0.0448	0.053	0.044137	0.038996	0.059083
1954	Australia	AUS	193	9064.017	7790.586	33.44435	32.861	10886.4	0.229679	11.2233	-341.727	1652.6	1496.9	3129	5600	3.34	4.46	4.22618	2	5.799434	0.400177	2085	2260	0.899281	1961	324.936	429.639	1531.36	4844.88	4.195813	40.62659	4.105041	0	0	1	1	PEG	GBR	-0.31875	0.186	0.07019	0.078983	0.0334			0.029796	0.040394	0.039225	0.131	0.04863				0.0446	0.055	0.078242	0.085773	0.056192
1955	Australia	AUS	193	9277.087	8027.412	34.48493	35.0316	11594.6	0.238176	11.45204	-550.738	1909.9	1595.9	3159	5766	3.79	4.52	4.340814	1.4	6.169241	0.39044	2184	2416	0.894055	2300	352.788	463.531	1836.47	5810.18	4.444954	46.39654	4.937015	0	0	1	1	PEG	GBR	1.225	0.103	0.070805	-0.09786	0.0379			0.027124	0.043681	0.042528	0.047	0.053486				0.0452	0.056	0.05005	0.075886	-0.02998
1956	Australia	AUS	193	9500.606	8108.325	34.8409	35.0197	12550.8	0.23945	12.16875	-210.432	1726	1701.1	3090	5817	4.71	5.03	4.806993	1.5	6.543398	0.373724	2346	2722	0.899281	2305	389.923	486.572	1818.43	5753.105	4.699797	46.00864	4.900043	0	0	1	1	PEG	GBR	0.75	0.077	0.151625	-0.00689	0.0471			0.107395	0.044231	0.039941	0.017	0.058997				0.0503	0.06	0.113028	0.140218	0.020105
1957	Australia	AUS	193	9712.569	8090.239	34.76144	34.486	13658.8	0.227793	12.46991	93.70817	1713.3	1990.7	3239	6207	4.57	5.02	5.326668	2	6.813139	0.352268	2588	2766	0.892459	2298	432.772	531.434	1766.57	5589.032	4.426359	42.71381	4.08046	0	0	1	1	PEG	GBR	-0.0875	0.167	0.149442	0.040792	0.0457			0.108109	0.041333	0.037301	0.105	0.056109				0.0502	0.062	0.129648	0.151846	0.043246
1958	Australia	AUS	193	9915.267	8305.475	35.70557	35.4616	13976.4	0.239138	12.63384	-494.412	1800	1485.9	3179	6354	4.29	4.97	5.479513	2.6	7.035023	0.3437	2758	2780	0.894055	2512	488.475	601.232	1910.77	6045.248	4.585693	45.57164	4.671981	0	0	1	1	PEG	GBR	-0.15625	0.189	0.070866	0.093009	0.0429			0.028693	0.042173	0.040997	0.129	0.053144				0.0497	0.06	0.085832	0.089872	0.067954
1959	Australia	AUS	193	10131.73	8628.438	37.12428	35.7542	15011.4	0.235449	12.86639	-313.199	1864.8	1791.9	3274	6677	3.99	4.91	5.632359	2	7.239504	0.324622	2736	2996	0.894855	2525	559.176	679.986	1845.01	5837.198	4.384767	43.41374	4.211173	0	0	1	1	PEG	GBR	-0.7375	0.443	0.07182	0.072891	0.0399			0.027895	0.043925	0.042733	0.381	0.044895				0.0491	0.062	0.136655	0.152212	0.056396
1960	Australia	AUS	193	10361.27	8790.908	37.83916	38.3253	16591	0.22972	13.35436	-790.885	2377	1830.2	3522	7192	4.39	4.99	6.427156	2.4	7.778986	0.31474	3030	3360	0.893655	2809	593.455	738.427	2070.57	6550.819	4.077546	44.69377	5.436547	0	0	1	1	PEG	GBR	0.94375	-0.062	0.180522	-0.01366	0.0439			0.141113	0.039409	0.034535	-0.099	0.041065				0.0499	0.037	0.116694	0.134529	0.015119
1961	Australia	AUS	193	10598.81	8653.138	38.70373	38.2782	17543	0.22019	13.68984	-189.201	2115	2109.4	3293	7301	4.99	5.27	5.823416	2.3	8.096585	0.303105	3408	3466	0.892459	2910	668.727	789.538	2120.46	6708.66	4.101904	45.53188	4.948293	0	0	1	1	PEG	GBR	0.15625	0.116	-0.04652	0.041183	0.0499			-0.09394	0.047413	0.052328	0.066	0.046904				0.0527	0.05	-0.00726	-0.01597	0.045541
1962	Australia	AUS	193	10794.97	9026.798	37.97519	37.6869	17745	0.217859	13.65172	-335.27	2267.6	2103.7	3379	7846	4.29	4.92	6.480652	3.2	8.257559	0.304193	3436	3544	0.894055	3029	740.727	889.727	2139.27	6768.171	3.913707	43.82063	5.449427	0	0	1	1	PEG	GBR	-0.60625	0.042	0.157695	0.141034	0.0429			0.11286	0.044835	0.040288	-0.001	0.043043				0.0492	0.043	0.128943	0.134587	0.091967
1963	Australia	AUS	193	11001.48	9399.915	39.90484	39.0317	19192	0.224567	13.72415	-186.38	2478.6	2504.1	3464	8517	3.82	4.58	7.283091	2.2	8.475092	0.293188	3539	3960	0.896057	3328	866.182	1039.18	2288.82	7241.313	3.846549	44.04248	5.26794	0	0	1	1	PEG	GBR	-0.3125	0.266	0.167073	0.049746	0.0382			0.123821	0.043252	0.038487	0.216	0.041118				0.0458	0.05	0.170995	0.189891	0.043973
1964	Australia	AUS	193	11218.3	9848.904	41.51262	40.634	21210	0.235256	14.04819	-425.494	2962.8	2726	3732	9556	4.12	4.72	7.588782	1.7	8.844899	0.276522	3950	4348	0.897666	3689	1088.73	1288.73	2400.27	7593.917	3.727167	43.01991	5.347183	0	0	1	1	PEG	GBR	0.575	0.044	0.087003	0.009751	0.0412			0.041973	0.045031	0.043217	0.005	0.038806				0.0472	0.039	0.071625	0.078135	0.025475
1965	Australia	AUS	193	11439.38	10151.86	43.90076	42.1613	23154	0.246672	14.60478	-1003.13	3359.3	2683.3	3791	10337	4.85	5.21	7.909758	1.2	9.51055	0.344419	4592	4819	0.894055	4256	1292.73	1498.73	2757.27	8723.385	3.669261	45.54253	5.197563	0	0	1	1	PEG	GBR	0.825	-0.082	0.088255	0.052836	0.0485			0.042297	0.045959	0.044094	-0.121	0.044369				0.0521	0.039	0.053263	0.053725	0.050668
1966	Australia	AUS	193	11655.08	10241.28	45.7793	43.2598	24329	0.246919	15.03938	-638.241	3225.3	2831.2	3816	11138.61	4.92	5.25	8.200164	1.4	9.854253	0.412316	4754	5376	0.897666	4697	1482.55	1713.55	2983.45	9438.967	3.538871	47.17158	5.550915	0	0	1	1	PEG	GBR	0.13125	0.067	0.082901	0.031027	0.0492			0.036714	0.046187	0.044551	0.021	0.045054				0.0525	0.046	0.073085	0.080116	0.040114
1967	Australia	AUS	193	11872.26	10732.75	46.94731	45.0937	27142	0.241723	15.51972	-831.401	3503.5	3105.4	4074	12142.28	4.55	5.25	8.505855	1.5	10.48292	0.392458	5019	5961	0.892061	5297	1689.82	1969.82	3327.18	10526.45	3.520124	49.35066	6.411413	0	0	1	1	PEG	USA	-0.55625	0.425	0.08523	0.042243	0.0455			0.03728	0.04795	0.046227	0.369	0.040906				0.0525	0.056	0.150368	0.171562	0.043871
1968	Australia	AUS	193	12101.66	11148.31	50.20822	46.6573	29167	0.246211	15.93145	-1218.02	3898.2	3148.4	4414	12996.31	4.81	5.21	9.109595	1.6	11.08549	0.382114	5608	6284	0.900901	6012	1910.18	2210.18	3801.82	12028.11	3.452121	51.75978	6.805333	0	0	1	1	PEG	USA	0.9	0.348	0.118567	0.021813	0.0481			0.070979	0.047588	0.044434	0.307	0.03137				0.0521	0.041	0.162181	0.185517	0.034956
1969	Australia	AUS	193	12379.38	11561	51.85871	48.4384	32706	0.248915	16.39655	-801.431	4051.5	3768.1	4750	14234.46	4.79	5.714167	9.881465	1.5	12.30803	0.357269	6248	7040	0.894454	6621	2140.36	2445.9	4175.1	13209.08	3.500907	52.25911	7.532833	0	0	1	1	PEG	USA	1.28	0.101	0.131668	0.110401	0.0479			0.084731	0.046937	0.04327	0.069	0.029935				0.057142	0.032	0.116219	0.12254	0.079151
1970	Australia	AUS	193	12660.16	12023.54	53.23067	49.494	36851	0.246063	17.037	-704.036	4514.7	4258.5	4985	14962.68	5.381667	6.646667	10.91317	1.6	13.26952	0.33905	7160	7770	0.896861	7231	2338.91	2689.33	4541.67	14368.83	3.781126	53.85494	9.388651	0	0	1	1	PEG	USA	-0.52	-0.137	0.150903	-0.00516	0.053817			0.104411	0.046493	0.042097	-0.167	0.036014				0.066467	0.03	0.070883	0.078658	0.024329
1971	Australia	AUS	193	12937.2	12289.52	53.49008	49.6726	40314	0.253121	18.07013	-691.856	4613.2	4599.2	5312	16267.55	5.411667	6.713333	12.31935	1.9	14.68131	0.313265	8039	8630	0.839631	7904	2568	2949.56	4954.44	15674.74	3.517841	55.38066	11.31397	0	0	1	1	PEG	USA	-1.26	-0.061	0.174486	0.116168	0.054117			0.128853	0.045633	0.040424	-0.098	0.04102				0.067133	0.037	0.119758	0.125094	0.085142
1972	Australia	AUS	193	13177	12404.42	54.04504	51.1994	44484	0.245156	19.12994	376.4706	4217.3	5418.6	5796	19467.3	4.319167	5.831667	13.57269	2.6	16.24103	0.297352	9811	9740	0.784314	8752	2858.18	3359.2	5392.8	17061.61	3.334979	55.46302	12.00861	0	0	1	1	PEG	USA	-0.08625	0.364	0.147167	0.088387	0.043192			0.101734	0.045433	0.041238	0.318	0.034901				0.058317	0.046	0.180153	0.195982	0.06579
1973	Australia	AUS	193	13380.4	12878.09	55.54007	53.4392	49748	0.245811	20.94076	282.2581	5177	6718.6	7285	23637.37	5.2125	6.933333	16.33919	2.3	17.85295	0.264661	10757	11200	0.672043	11107	3317.45	4221.03	6885.97	21785.67	3.088862	56.39714	11.70174	0	0	1	1	PEG	USA	1.6125	-0.258	0.247864	-0.12466	0.052125			0.203828	0.044035	0.036579	-0.287	0.040673				0.069333	0.029	0.144506	0.166717	-0.03627
1974	Australia	AUS	193	13599.1	12985.12	54.7674	54.1798	60272	0.226765	24.10494	-2112.28	8358	7684.8	7451	25297.77	9.069167	9.036667	19.74	2.7	21.01588	0.230131	13746	15700	0.75358	14279	4006.91	5132.03	9146.97	28938.96	3.129005	64.03757	14.24824	0	0	1	1	PEG	USA	0.66375	-0.262	0.249367	0.006275	0.090692			0.208137	0.041229	0.034126	-0.309	0.068017				0.090367	0.047	0.18926	0.204368	0.048483
1975	Australia	AUS	193	13771.4	13169.83	55.60576	54.1745	71159	0.215682	27.73803	-804.232	8173	9122.5	8389	30816.56	7.51	9.741667	22.13968	4.9	26.67392	0.228612	17802	20400	0.795482	16496	5145.82	6473.67	10022.3	31708.31	2.854916	64.06676	15.73232	0	0	1	0	PEG	USA	-1.755	0.546	0.16637	0.063145	0.0751			0.121565	0.044805	0.039949	0.454	0.063274				0.097417	0.092	0.197087	0.2109	0.069122
1976	Australia	AUS	193	13915.5	13558.84	56.95798	56.0712	83234	0.22127	31.4893	-1785.71	9998.6	10774.1	9572	39499.83	7.511667	10.03083	25.00553	4.8	30.52425	0.222987	21504	23300	0.920471	19327	6599.67	8069.42	11257.6	35616.52	2.780686	64.62222	15.65511	0	0	1	0	PEG	USA	-0.2925	0.036	0.176941	0.074417	0.075117			0.129442	0.047499	0.042056	-0.02	0.057143				0.100308	0.056	0.153521	0.162075	0.074767
1977	Australia	AUS	193	14074.1	13546.37	56.88905	56.591	96074	0.22173	35.36256	-2699.32	12185.8	12050	10377	42872.1	8.525	10.22667	27.3135	5.7	34.55514	0.214885	24935	26200	0.876117	22414	7723.73	9766.5	12647.5	40013.86	3.015877	65.8583	16.60689	0	0	1	0	PEG	USA	0.1875	0.132	0.143635	0.161241	0.08525			0.0923	0.051336	0.046998	0.066	0.061914				0.102267	0.066	0.140529	0.142408	0.123246
1978	Australia	AUS	193	14248.6	13768.65	58.58773	57.1339	104920	0.225969	38.16457	-3875.71	13591.4	12591	11266	48245.05	8.646667	9.06	28.7961	6.2	37.90733	0.223799	27173	28700	0.869187	25043	8886.55	11443	13600	45494.35	3.14448	69.17695	16.9063	0	0	1	0	PEG	USA	1.195	0.243	0.108375	0.139865	0.086467			0.054281	0.054094	0.051309	0.176	0.056973				0.0906	0.067	0.122658	0.123746	0.113166
1979	Australia	AUS	193	14421.9	14319.54	59.81403	57.7537	118587	0.22454	41.63373	-2338.31	16279	16710.9	13146	57232	8.876667	9.749167	30.76017	5.8	40.94192	0.228866	29664	31800	0.904568	29029	10194.3	13285.3	15743.7	53063.59	4.045459	69.92879	18.24375	0	0	1	0	PEG	USA	1.63	0.39	0.124294	0.007621	0.088767			0.068207	0.056087	0.052506	0.32	0.05303				0.097492	0.07	0.151546	0.163617	0.048194
1980	Australia	AUS	193	14615.9	14411.84	61.1118	59.161	134424	0.235593	45.8498	-3383.97	19632	19268.6	14843	65457	10.6675	11.6475	36.29318	6.1	44.89015	0.213488	34584	36400	0.846955	32149	11690.8	15578.2	16570.8	62787.33	4.234002	71.57967	18.48118	0	0	1	0	PEG	USA	1.08	0.523	0.235666	-0.04251	0.106675			0.179875	0.055791	0.047285	0.458	0.044582				0.116475	0.065	0.263257	0.286432	0.032083
1981	Australia	AUS	193	14923.26	14660.34	62.07111	61.1189	152143	0.247995	50.29345	-6649.82	22824	18686	16627	72752	13.25083	13.95833	41.68863	5.7836	50.77659	0.189447	40727	41400	0.886603	37275	12901.1	17985.4	19289.6	75717.62	4.346084	70.96506	19.49755	0	0	1	0	PEG	USA	1.52	-0.108	0.20258	-0.00337	0.132508			0.148661	0.053919	0.046941	-0.144	0.042056				0.139583	0.036	0.14977	0.157206	0.064568
1982	Australia	AUS	193	15162	14411.82	59.55756	61.1974	175615	0.240587	55.89891	-7548.36	26210	21032	16895	81035	14.6425	15.375	44.09594	7.1626	57.11333	0.173873	47388	49000	1.019784	40586	14150.9	20254.5	20331.5	92309.23	4.184785	72.0461	23.03487	0	0	1	0	PEG	USA	-2.075	-0.153	0.115726	0.193352	0.146425			0.057745	0.057981	0.054815	-0.197	0.054795				0.15375	0.044	0.089715	0.082592	0.169889
1983	Australia	AUS	193	15348	14238.92	61.59662	61.4266	189157	0.220461	61.55228	-6258.48	23839	22306	17881	92562	11.06083	13.8875	46.42684	9.9614	63.51534	0.188926	52001	57000	1.108647	45456	16124.4	23937.8	21518.2	105942	3.857435	73.34495	25.3479	0	0	0	0	FLOAT	USA	0	0.637	0.102485	0.157297	0.110608			0.05286	0.049626	0.047134	0.566	0.045338				0.138875	0.071	0.182215	0.18675	0.133953
1984	Australia	AUS	193	15510	15062.41	64.19063	61.9074	213378	0.229495	63.98371	-9297.2	29560	26366	19180.31	105399	10.985	13.525	52.37253	8.9868	68.92539	0.203591	56912	65200	1.208021	54327	18756.4	28917.9	25409.1	119802.7	4.230686	74.32318	27.93217	0	0	0	0	FLOAT	USA	0	0.005	0.185089	0.138672	0.10985			0.128066	0.057022	0.050549	-0.037	0.043614				0.13525	0.042	0.15604	0.159315	0.124261
1985	Australia	AUS	193	15695	15638.36	66.14527	63.9638	234973	0.242721	68.2956	-12111.2	37054	32408	20596.49	120667	15.42	13.95417	57.23302	8.2581	73.63063	0.219957	66458	71700	1.468644	69214	23799.9	36007.4	33206.6	144380	5.078047	78.73168	28.46593	0	0	0	0	FLOAT	USA	0	0.421	0.149866	0.056326	0.1542			0.092806	0.05706	0.052214	0.364	0.041789				0.139542	0.057	0.189341	0.198223	0.105263
1986	Australia	AUS	193	15900	15757.17	66.55772	63.6461	260242	0.23235	74.49994	-13704.6	39033	33716	23232.07	131643	15.38667	13.41667	61.37513	8.0806	77.98564	0.234131	75000	77500	1.504212	81353	28079.2	39960.4	41392.6	187109.4	5.168014	83.82771	35.20765	0	0	0	0	FLOAT	USA	0	0.511	0.134558	0.221346	0.153867			0.072373	0.062186	0.057989	0.457	0.037062				0.134167	0.054	0.241263	0.246689	0.187606
1987	Australia	AUS	193	16137	16293.3	69.18534	64.8465	285706	0.230164	80.82405	-10324.1	41816	37947	28123.39	148219	12.79833	13.19167	64.44389	8.1064	82.81488	0.220637	83500	82300	1.384083	94828	35430.5	47582.2	47245.8	231509	5.401523	88.26233	39.0345	0	0	0	0	FLOAT	USA	0	-0.096	0.106479	0.160095	0.127983			0.050001	0.056478	0.053789	-0.121	0.028441				0.131917	0.025	0.049735	0.040693	0.144039
1988	Australia	AUS	193	16400	16752.26	70.8332	66.7095	323892	0.239688	86.66906	-13182.5	45925	42369	33305.17	173005	12.14167	12.10417	78.97487	7.2258	87.82902	0.248187	91200	87900	1.168907	120127	44388.6	56949.8	63177.2	283200.5	6.379395	93.0424	43.3197	0	0	0	0	FLOAT	USA	0	0.211	0.281999	0.118844	0.121417			0.225483	0.056516	0.046117	0.161	0.043066				0.121042	0.05	0.251592	0.266208	0.12013
1989	Australia	AUS	193	16681	17194.41	72.41113	69.052	367526	0.252907	93.22074	-23336.2	56801	47005	36214.01	207474	16.8	13.40833	98.43245	6.175	93.76767	0.2277	91200	98900	1.261511	174395.2	52916	84450.1	89945.1	316398	6.310995	102.0491	40.92166	1	1	0	0	FLOAT	USA	0	0.179	0.294272	0.13473	0.168			0.246376	0.047896	0.038428	0.113	0.059299				0.134083	0.066	0.261071	0.271377	0.151365
1990	Australia	AUS	193	16956	17172.68	70.91286	68.579	403852	0.230713	100	-20036.7	53785.08	50892	38942.39	229475.8	14.15083	13.18	100	6.926	100	0.215777	93300	105000	1.293159	200876.8	66528	94159.9	106717	338858	6.175625	106.7965	40.90285	0	0	0	0	FLOAT	USA	0	-0.153	0.065886	0.180669	0.141508			0.015926	0.04996	0.049177	-0.201	0.060075				0.1318	0.048	0.043668	0.03247	0.161088
1991	Australia	AUS	193	17202	16743.32	70.08311	68.9807	414473	0.212513	103.2227	-13649.3	53427	53728	41538.44	234016.7	9.955833	10.69083	100.6285	9.5792	105.8625	0.229141	87400	109000	1.316136	216745.9	74377	101070	115675	326227	6.159019	113.4994	42.36524	0	0	0	0	FLOAT	USA	0	0.275	0.054847	0.298603	0.099558			0.00629	0.048557	0.048254	0.222	0.043372				0.106908	0.053	0.105854	0.096961	0.199081
1992	Australia	AUS	193	17419	16988.87	71.86265	69.2388	422433	0.210331	104.2404	-14103.5	59732	58363	49925.53	243383.9	6.265	9.22	103.1718	10.7288	108.9297	0.271514	88600	116000	1.452222	224286.2	91246	118249	106038	328532	6.162067	116.1542	42.07673	0	0	0	0	FLOAT	USA	0	-0.022	0.070633	0.132091	0.06265			0.025271	0.045362	0.044244	-0.06	0.040426				0.0922	0.038	0.057485	0.053058	0.09737
1993	Australia	AUS	193	17608	17478.19	74.13673	70.1318	443383	0.212657	106.1304	-13630.4	67027	62839	58870.32	258217.3	5.001667	7.280833	106.0659	10.8738	111.1551	0.303218	93100	122000	1.476887	240741.2	109835	136751	103991	315729	6.339934	112.6209	39.44102	0	0	0	0	FLOAT	USA	0	0.404561	0.07174	0.252858	0.050017			0.02805	0.043689	0.042497	0.355044	0.036543				0.072808	0.049518	0.156636	0.157232	0.151438
1994	Australia	AUS	193	17781	18145.57	76.66242	72.9907	465753	0.227197	108.1415	-21557.1	72882	64917	65365.16	283445.2	5.694167	9.041667	109.837	9.7187	114.3681	0.314529	105000	128000	1.287333	270676.8	135757	162973	107704	319771	7.160435	113.9194	39.21983	0	0	0	0	FLOAT	USA	0	-0.0881	0.07832	-0.12445	0.056942			0.035553	0.042767	0.041299	-0.12149	0.038003				0.090417	0.033386	0.031997	0.039903	-0.03375
1995	Australia	AUS	193	17976	18529.56	78.88852	74.7442	494567	0.224856	113.1573	-25196.9	82673	71091	69707.37	308981.7	7.643808	9.210895	111.7153	8.4693	118.4794	0.31123	114000	136000	1.342282	302816.5	152596	181604	121213	335261	7.429621	114.0154	38.40825	0	0	0	0	FLOAT	USA	0	0.20723	0.062609	0.234387	0.076438			0.017098	0.045511	0.044746	0.156896	0.043508				0.092109	0.050334	0.104365	0.098439	0.155413
1996	Australia	AUS	193	18195	19075.08	80.94934	75.7046	527599	0.2259	116.1134	-18418.3	83543	77206	79444.47	335354.3	7.016425	8.209207	113.1769	8.5062	121.4814	0.29317	126000	140000	1.255493	332780	168921	201208	131572	349232	6.69107	116.4721	39.11824	0	0	0	0	FLOAT	USA	0	0.143425	0.058046	0.150349	0.070164			0.013087	0.04496	0.044379	0.098835	0.040579				0.082092	0.04459	0.084282	0.081466	0.110257
1997	Australia	AUS	193	18415	19612.09	83.6642	78.4431	555291	0.239292	116.3743	-16281.5	88884	84775	90188.71	356961.9	5.290241	6.954919	116.6922	8.3622	124.9902	0.25908	131031	135928.2	1.532097	366159.4	183868	219638	146521	379541	6.129236	114.8947	40.9845	0	0	0	0	FLOAT	USA	0	0.114192	0.071854	0.174126	0.052902			0.031058	0.040796	0.039568	0.072646	0.038732				0.069549	0.041545	0.086426	0.083961	0.113514
1998	Australia	AUS	193	18621	20377.95	87.11803	81.4166	588097	0.243845	117.3746	-28407.1	102905	88989	95894.68	384572.8	4.836815	5.492971	128.2687	7.6756	128.8166	0.23754	136969	135784	1.62893	401898.5	202729	242467	159432	411830	5.892051	116.6151	40.58965	0	0	0	0	FLOAT	USA	0	0.08479	0.139499	0.135699	0.048368			0.09921	0.040289	0.036653	0.045551	0.037529				0.05493	0.039239	0.120886	0.123137	0.092033
